x	hx	logProbx	[]	[-sonorant,-ant]	[+sg]	[-nas,+lab]	[-sonorant,+ant]	[-cons,+cor]	[+sonorant,-cont]	[+cons,+dor]	[-high,-low]	[-sg,-ant]	[+cont,+voice,+cor]	[-voice,+ant,-secart]	[-syll,-nas][+cons]	[-syll][+wb]	[-low][+wb]	[+syll][+back]	[+wb][+syll]	[+syll,-low][+syll,-back]	[-syll,+sonorant][+cons,+sonorant]	[-syll][-voice]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-wb][+delrel,+lab]	[+wb][-syll,+sonorant]	[+cons,+lab][+low]	[+wb][+voice,-sg]	[+sonorant,-sg,+ant][+low]	[+high][][-high,-low]	[-high,-low][][+high]	[+low][][-high,-low]	[+wb][-nas,+dor][-back]	[-cont,+cor][-nas,+dor]	[-high,-back][][-high,-low,+back]	[-syll][+delrel,-sg]	[-delrel,+cor][][+wb]	[-ant][][+wb]	[-nas,+lab][][+wb]	[+delrel,+voice,+cor][][-sonorant]	violated_constraints
g i f i d a	-6.102	-15.078	8	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [+wb][-nas,+dor][-back], [-delrel,+cor][][+wb], 
vh e ty a dh a	-9.66	-18.636	8	1	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [-sg,-ant], [-delrel,+cor][][+wb], 
bh i sh i ts a	-6.461	-15.438	8	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], 
j a tsv e zh a	-14.791	-23.768	8	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-high,-low], [+cont,+voice,+cor], [+low][][-high,-low], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
s e dz u mh a	-7.04	-16.016	8	0	1	0	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [-voice,+ant,-secart], [+cons,+lab][+low], [-high,-low][][+high], 
h u dz e N a	-11.288	-20.264	8	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [+high][][-high,-low], 
vh e f e ch a	-7.107	-16.083	8	1	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [-ant][][+wb], 
r a bv o f a	-10.599	-19.575	8	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-high,-low], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+low][][-high,-low], [-nas,+lab][][+wb], 
bv a ts i ty a	-9.642	-18.619	8	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-sg,-ant], [-voice,+ant,-secart], [+cons,+lab][+low], [+wb][+voice,-sg], [-delrel,+cor][][+wb], [-ant][][+wb], 
tsv e r o vh a	-21.16	-30.137	8	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-high,-low], [+cons,+lab][+low], [-high,-back][][-high,-low,+back], [-nas,+lab][][+wb], 
zv e s u ch a	-10.895	-19.872	8	2	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], [-high,-low][][+high], [-ant][][+wb], 
ts a w i dzv a	-9.402	-18.379	8	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+syll][+back], [-ant][][+wb], 
dz i b u mh a	-7.322	-16.299	8	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [+wb][+voice,-sg], [+delrel,+voice,+cor][][-sonorant], 
dy o dy e dz a	-7.113	-16.09	8	2	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], 
dz i zv a ny a	-8.484	-17.461	8	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-sg,-ant], [+cont,+voice,+cor], [+wb][+voice,-sg], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
nh u zv u dzv a	-10.96	-19.937	8	2	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [+cont,+voice,+cor], [+wb][-syll,+sonorant], [-ant][][+wb], 
tsv u N a vh a	-10.564	-19.54	8	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [+cons,+sonorant,+dor][+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
mh e dzv u ty a	-14.647	-23.624	8	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [-high,-low][][+high], [-delrel,+cor][][+wb], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
f e vh i b a	-9.622	-18.599	8	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	[], [+sg], [-nas,+lab], [-high,-low], [-nas][-delrel,+voice,-sg], [+cons,+lab][+low], [-high,-low][][+high], [-nas,+lab][][+wb], 
j i p o p a	-12.256	-21.233	8	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], [+delrel,+voice,+cor][][-sonorant], 
ts u v a v a	-6.105	-15.082	8	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+cons,+lab][+low], [-nas,+lab][][+wb], 
s i f a r a	-3.044	-12.021	8	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+cons,+lab][+low], 
ts u t e zv a	-12.793	-21.77	8	1	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], [+high][][-high,-low], [-ant][][+wb], 
y a sh i w a	-11.952	-20.928	8	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-cons,+cor], [+syll][+back], [+wb][-syll,+sonorant], [-nas,+lab][][+wb], 
m a j i ny a	-6.322	-15.298	8	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-sg,-ant], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-ant][][+wb], 
ch a zh e mh a	-13.157	-22.134	8	2	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [+cons,+lab][+low], [+low][][-high,-low], 
s e r o N a	-18.731	-27.707	8	0	0	0	1	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [-voice,+ant,-secart], [+cons,+sonorant,+dor][+sonorant], [-high,-back][][-high,-low,+back], 
ch o bv u dy a	-12.895	-21.872	8	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-sg,-ant], [-nas][-delrel,+voice,-sg], [-wb][+delrel,+lab], [-high,-low][][+high], [-delrel,+cor][][+wb], [-ant][][+wb], 
mh a nh o m a	-12.202	-21.179	8	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+low][][-high,-low], 
ch o k u sv a	-7.231	-16.208	8	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [-high,-low][][+high], [-ant][][+wb], 
d u zh a w a	-10.34	-19.317	8	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-sonorant,+ant], [+cont,+voice,+cor], [+syll][+back], [+wb][+voice,-sg], [-nas,+lab][][+wb], 
n a f a v a	-6.961	-15.937	8	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [+sonorant,-cont], [+wb][-syll,+sonorant], [+cons,+lab][+low], [+sonorant,-sg,+ant][+low], [-nas,+lab][][+wb], 
bh a j i y a	-8.818	-17.795	8	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-cons,+cor], [+cons,+lab][+low], 
zv i bv e sv a	-14.936	-23.912	8	2	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+high][][-high,-low], [-ant][][+wb], 
mh u ny o k a	-9.905	-18.881	8	0	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+cons,+dor], [-high,-low], [-sg,-ant], [+wb][-syll,+sonorant], [+high][][-high,-low], 
h u h i dy a	-12.151	-21.128	8	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sg], [-sg,-ant], [-nas][-delrel,+voice,-sg], [-delrel,+cor][][+wb], [-ant][][+wb], 
n u t e ch a	-10.272	-19.249	8	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+high][][-high,-low], [-ant][][+wb], 
y u ts a z a	-8.045	-17.022	8	0	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [-cons,+cor], [+cont,+voice,+cor], [-voice,+ant,-secart], [+wb][-syll,+sonorant], 
y i k a z a	-6.333	-15.309	8	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,+ant], [-cons,+cor], [+cons,+dor], [+cont,+voice,+cor], [+wb][-syll,+sonorant], 
t e b i N a	-6.839	-15.816	8	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [-high,-low][][+high], 
ny o g u m a	-5.875	-14.851	8	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [+sonorant,-cont], [+cons,+dor], [-high,-low], [-sg,-ant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-high,-low][][+high], 
N e zh i dh a	-14.095	-23.072	8	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], [-high,-low][][+high], [-delrel,+cor][][+wb], 
dzv e ch u j a	-10.459	-19.435	8	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	[], [-sonorant,-ant], [-high,-low], [-high,-low][][+high], [-ant][][+wb], [+delrel,+voice,+cor][][-sonorant], 
dh u n a sh a	-7.564	-16.541	8	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+sonorant,-sg,+ant][+low], [-ant][][+wb], 
r a d u mh a	-5.824	-14.8	8	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [+sonorant,-cont], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
dz i ch a mh a	-7.397	-16.373	8	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+sonorant,-cont], [+cons,+lab][+low], [+wb][+voice,-sg], [+delrel,+voice,+cor][][-sonorant], 
mh i nh a k a	-6.185	-15.161	8	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+cons,+dor], [+wb][-syll,+sonorant], 
zh e vh e g a	-8.039	-17.015	8	1	1	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], 
z u tsv u h a	-6.288	-15.265	8	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [-sonorant,+ant], [+cont,+voice,+cor], 
tsv u bh u p a	-7.81	-16.786	8	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [+cons,+lab][+low], [-nas,+lab][][+wb], 
m o ch u nh a	-7.321	-16.298	8	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [-high,-low][][+high], 
pf u pf a ts a	-5.173	-14.149	8	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [-wb][+delrel,+lab], [+cons,+lab][+low], 
dh i f e sv a	-12.107	-21.084	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+high][][-high,-low], [-ant][][+wb], 
dy i f e dzv a	-12.771	-21.747	8	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-sg,-ant], [+wb][+voice,-sg], [+high][][-high,-low], [-ant][][+wb], 
n a N o dy a	-17.156	-26.132	8	1	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [+cons,+dor], [-high,-low], [-sg,-ant], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], [+sonorant,-sg,+ant][+low], [+low][][-high,-low], [-delrel,+cor][][+wb], [-ant][][+wb], 
zh a mh o dy a	-17.62	-26.597	8	2	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	[], [-sonorant,-ant], [+sg], [+sonorant,-cont], [-high,-low], [-sg,-ant], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [+low][][-high,-low], [-delrel,+cor][][+wb], [-ant][][+wb], 
t a b e k a	-6.009	-14.985	8	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [+low][][-high,-low], 
sv o dz o r a	-1.914	-10.891	8	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], 
z o h e s a	-6.328	-15.304	8	0	1	0	2	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-sonorant,+ant], [-high,-low], [+cont,+voice,+cor], [-voice,+ant,-secart], 
dzv o r e dzv a	-5.443	-14.419	8	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-high,-low], [-ant][][+wb], 
dz e sh u dz a	-5.932	-14.908	8	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	[], [-sonorant,-ant], [-sonorant,+ant], [-high,-low], [+wb][+voice,-sg], [-high,-low][][+high], [+delrel,+voice,+cor][][-sonorant], 
ch u n a v a	-6.257	-15.233	8	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [+cons,+lab][+low], [+sonorant,-sg,+ant][+low], [-nas,+lab][][+wb], 
n o pf e z a	-5.366	-14.342	8	0	0	1	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-nas,+lab], [-sonorant,+ant], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], 
p u sh e n a	-9.164	-18.141	8	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+sonorant,-sg,+ant][+low], [+high][][-high,-low], 
dzv i n e j a	-10.856	-19.832	8	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [+high][][-high,-low], [-ant][][+wb], 
tsv u sv a tsv a	-7.116	-16.092	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-ant][][+wb], 
zh e g i sv a	-10.423	-19.399	8	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+cons,+dor], [-high,-low], [+cont,+voice,+cor], [-nas][-delrel,+voice,-sg], [-high,-low][][+high], [-ant][][+wb], 
b o g u sv a	-7.885	-16.862	8	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [+cons,+dor], [-high,-low], [-nas][-delrel,+voice,-sg], [+wb][+voice,-sg], [-high,-low][][+high], [-ant][][+wb], 
h i nh u g a	-6.282	-15.258	8	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+sonorant,-cont], [+cons,+dor], [-nas][-delrel,+voice,-sg], 
m e sh a m a	-3.838	-12.815	8	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sonorant,-cont], [-high,-low], [+wb][-syll,+sonorant], [+cons,+lab][+low], 
bv o dh i sv a	-9.211	-18.187	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+wb][+voice,-sg], [-high,-low][][+high], [-ant][][+wb], 
sv u b e bv a	-13.711	-22.687	8	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [-nas][-delrel,+voice,-sg], [-wb][+delrel,+lab], [+cons,+lab][+low], [+high][][-high,-low], [-nas,+lab][][+wb], 
v a s u p a	-6.833	-15.81	8	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [-sonorant,+ant], [-voice,+ant,-secart], [+cons,+lab][+low], [+wb][+voice,-sg], [-nas,+lab][][+wb], 
f e zh e zv a	-9.803	-18.78	8	2	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	[], [-sonorant,-ant], [-nas,+lab], [-high,-low], [+cont,+voice,+cor], [-ant][][+wb], 
m u k u f a	-4.203	-13.18	8	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-nas,+lab], [+sonorant,-cont], [+cons,+dor], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
h u sh i k a	-4.292	-13.269	8	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-sonorant,-ant], [+sg], [+cons,+dor], 
y u k u t a	-5.947	-14.924	8	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [-sonorant,+ant], [-cons,+cor], [+cons,+dor], [+wb][-syll,+sonorant], [-delrel,+cor][][+wb], 
dh i dzv o w a	-15.692	-24.669	8	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [+sg], [-nas,+lab], [-sonorant,+ant], [-high,-low], [+syll][+back], [+high][][-high,-low], [-nas,+lab][][+wb], 
m o zv o pf a	-9.695	-18.672	8	1	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-sonorant,-ant], [-nas,+lab], [+sonorant,-cont], [-high,-low], [+cont,+voice,+cor], [-wb][+delrel,+lab], [+wb][-syll,+sonorant], [+cons,+lab][+low], [-nas,+lab][][+wb], 
