x	hx	logProbx	[]	[+wb][+wb]	[+wb][+wb]	[-ant][]	[+sg]	[+high][-high]	[+wb][+back][+wb]	[-low][+wb]	[-wb][+lab]	[-syll,-cons]	[+ant,-secart][-wb]	[+sonorant,-cont]	[+wb][-back][+wb]	[+voice][-voice,+cor]	[+delrel,+lab]	[+wb][-back][+back]	[+cont,+voice][]	[+wb][+high,+back][+wb]	[-cont,+secart][]	[-syll,-nas][+cons]	[-high][+high,-back]	[+low][-low]	[-syll][+wb]	[+syll,+high][]	[-back][+back]	[-low][+low][+back]	[+wb][][+wb]	[+syll][+syll]	[-low][+wb]	[+wb][+syll,+back][-back]	[+wb][+syll]	[-syll][-voice]	[-syll,+sonorant][+cons,+sonorant]	[+cons,+sonorant,+dor][+sonorant]	[-nas][-delrel,+voice,-sg]	[-voice][-voice,+ant,-secart]	[-wb][-voice,+lab]	[+syll][+low]	[+sonorant,-ant][-syll,-nas]	[+lab][+cor]	[-nas][-ant]	[+dor][+cor]	[-cont,-sg,+lab][-high]	[+wb][-syll,+sonorant]	[+sonorant,-sg,+ant][+low]	[+syll,-low][-cons]	[+lab][][+wb]	[-low][-delrel,+cor][+low]	violated_constraints
ty o m b e r a	-4.147	-13.09	9	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [-ant][], [-wb][+lab], [+sonorant,-cont], [-cont,+secart][], [+wb][+syll,+back][-back], [-cont,-sg,+lab][-high], 
z e s w e sv a	-12.039	-20.981	9	0	0	1	0	1	0	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+wb][-back][+back], [+cont,+voice][], [-nas][-ant], 
r e n j o vh a	-21.551	-30.493	9	0	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [-back][+back], [+wb][-syll,+sonorant], [+lab][][+wb], 
p u m b u dzv a	-4.043	-12.985	9	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-wb][+lab], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
r o h w a j a	-9.07	-18.013	9	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+sg], [+wb][+back][+wb], [-syll,-cons], [-low][+low][+back], [-nas][-ant], [+wb][-syll,+sonorant], 
dzv e n d a zh a	-7.817	-16.759	9	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [-cont,+secart][], [-low][+low][+back], [-nas][-ant], 
j i m b i mh a	-5.028	-13.971	9	0	0	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [+sg], [-wb][+lab], [+sonorant,-cont], [+syll,+high][], [+lab][][+wb], 
tsv u n d i dh a	-7.523	-16.465	9	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+sonorant,-cont], [-cont,+secart][], [+syll,+high][], [+wb][+syll,+back][-back], [-low][-delrel,+cor][+low], 
w o N g e v a	-6.717	-15.659	9	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	[], [+high][-high], [-wb][+lab], [-syll,-cons], [+sonorant,-cont], [+cont,+voice][], [+wb][-syll,+sonorant], [+lab][][+wb], 
zh e N g o dz a	-16.633	-25.576	9	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [-back][+back], 
j e b w i dh a	-8.833	-17.776	9	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-ant][], [+sg], [-wb][+lab], [-syll,-cons], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-low][-delrel,+cor][+low], 
ny o m b a dzv a	-7.421	-16.364	9	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	[], [-ant][], [+wb][+back][+wb], [+sonorant,-cont], [-cont,+secart][], [-low][+low][+back], [-nas][-ant], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], 
zh a g w u p a	-8.302	-17.244	9	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [-wb][+lab], [-syll,-cons], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-wb][-voice,+lab], [+lab][][+wb], 
z e n z i j a	-9.175	-18.117	9	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [-nas][-ant], 
k u N g a r a	-0.381	-9.323	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sonorant,-cont], [+wb][+high,+back][+wb], [+syll,+high][], 
nh a k w a dz a	-5.024	-13.966	9	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [-syll,-cons], [+sonorant,-cont], [+wb][+high,+back][+wb], [+wb][-syll,+sonorant], 
nh e k w o N a	-23.856	-32.799	9	0	0	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [-back][+back], [+wb][][+wb], [+cons,+sonorant,+dor][+sonorant], [+wb][-syll,+sonorant], 
d a m b u dzv a	-4.424	-13.366	9	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-wb][+lab], [+sonorant,-cont], [+wb][+high,+back][+wb], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
t a n d e zh a	-7.657	-16.599	9	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+low][-low], [-nas][-ant], 
zv u k w u N a	-6.852	-15.795	9	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+cont,+voice][], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], 
tsv e n d i ch a	-8.362	-17.305	9	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+voice][-voice,+cor], [-cont,+secart][], [-high][+high,-back], [+syll,+high][], [-nas][-ant], 
ts u g w o w a	-11.673	-20.615	9	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	[], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+syll,+high][], [-nas][-delrel,+voice,-sg], [+syll,-low][-cons], [+lab][][+wb], 
bv e g w e b a	-10.559	-19.502	9	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	[], [+high][-high], [-wb][+lab], [-syll,-cons], [+delrel,+lab], [+wb][-back][+back], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], [+lab][][+wb], 
mh i b w e sv a	-13.118	-22.061	9	0	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [+wb][-syll,+sonorant], 
s i n d e bv a	-5.905	-14.847	9	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	[], [+high][-high], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+delrel,+lab], [+syll,+high][], [-cont,-sg,+lab][-high], [+lab][][+wb], 
N u m b u j a	-6.505	-15.447	9	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], [-nas][-ant], [+wb][-syll,+sonorant], 
y i n j u nh a	-5.78	-14.723	9	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+sonorant,-cont], [+syll,+high][], [+wb][][+wb], [+wb][-syll,+sonorant], 
y u n z e p a	-11.061	-20.004	9	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [+high][-high], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
g o n z e ty a	-10.563	-19.505	9	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	[], [-ant][], [+ant,-secart][-wb], [+sonorant,-cont], [+voice][-voice,+cor], [+cont,+voice][], [-cont,+secart][], [+wb][+syll,+back][-back], [-nas][-ant], [-low][-delrel,+cor][+low], 
dz o g w u n a	-6.394	-15.336	9	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	[], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+syll,+high][], [-nas][-delrel,+voice,-sg], [+sonorant,-sg,+ant][+low], 
d a m b i k a	-0.59	-9.532	9	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [+sonorant,-cont], [+wb][-back][+wb], [+syll,+high][], 
g a N g i zv a	-4.378	-13.32	9	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sonorant,-cont], [+wb][-back][+wb], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
w o n d a ts a	-7.48	-16.423	9	0	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [-low][+low][+back], [+wb][-syll,+sonorant], 
ny a k w o j a	-10.762	-19.704	9	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	[], [-ant][], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+sonorant,-cont], [+low][-low], [-nas][-ant], [+wb][-syll,+sonorant], 
h e m b a pf a	-8.705	-17.648	9	0	0	0	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [-wb][+lab], [+sonorant,-cont], [+wb][-back][+wb], [+delrel,+lab], [-low][+low][+back], [-wb][-voice,+lab], [-cont,-sg,+lab][-high], [+lab][][+wb], 
nh o m b e bv a	-7.956	-16.898	9	0	0	0	1	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	[], [+sg], [-wb][+lab], [+sonorant,-cont], [+delrel,+lab], [+wb][+syll,+back][-back], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], [+lab][][+wb], 
dy o b w o z a	-8.358	-17.3	9	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [+high][-high], [-wb][+lab], [-syll,-cons], [+cont,+voice][], [-cont,+secart][], [-nas][-delrel,+voice,-sg], 
ts o N g i v a	-8.05	-16.992	9	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+wb][+back][+wb], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+cont,+voice][], [-high][+high,-back], [+syll,+high][], [+wb][+syll,+back][-back], [+lab][][+wb], 
sh u s w a pf a	-9.499	-18.442	9	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+delrel,+lab], [+syll,+high][], [-voice][-voice,+ant,-secart], [-wb][-voice,+lab], [+lab][][+wb], 
z i s w e nh a	-11	-19.942	9	0	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+high][-high], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+voice][-voice,+cor], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], 
vh u n j o sv a	-11.897	-20.84	9	0	0	2	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [+high][-high], [+wb][+back][+wb], [+sonorant,-cont], [+voice][-voice,+cor], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
dy a h w o dh a	-16.449	-25.391	9	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [-ant][], [+sg], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [-cont,+secart][], [+low][-low], [-low][-delrel,+cor][+low], 
z i m w i ny a	-5.514	-14.456	9	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [+wb][][+wb], [-nas][-ant], 
vh u g w i j a	-8.895	-17.837	9	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], 
ty i m w a t a	-5.31	-14.252	9	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], 
ch a N g a v a	-4.23	-13.172	9	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	[], [+wb][+wb], [-ant][], [-wb][+lab], [+sonorant,-cont], [+cont,+voice][], [+lab][][+wb], 
h o s w o m a	-9.016	-17.959	9	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [-voice][-voice,+ant,-secart], [-cont,-sg,+lab][-high], [+lab][][+wb], 
y i m b e sh a	-8.257	-17.199	9	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	[], [-ant][], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+syll,+high][], [-nas][-ant], [-cont,-sg,+lab][-high], [+wb][-syll,+sonorant], 
z i m w i zh a	-8.977	-17.919	9	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
f e n d u w a	-6.365	-15.308	9	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	[], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [+syll,-low][-cons], [+lab][][+wb], 
dzv e h w i tsv a	-11.859	-20.801	9	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [+sg], [-syll,-cons], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-ant], 
g o n d a dh a	-4.545	-13.488	9	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+wb][+back][+wb], [+sonorant,-cont], [-low][+low][+back], 
N o g w o ts a	-10.022	-18.964	9	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+voice][-voice,+cor], [+cons,+sonorant,+dor][+sonorant], [-nas][-delrel,+voice,-sg], [+wb][-syll,+sonorant], 
d a n d o h a	-7.063	-16.005	9	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+wb][+back][+wb], [+sonorant,-cont], [+low][-low], 
m i b w i dy a	-11.635	-20.577	9	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	[], [-ant][], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [-cont,+secart][], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-nas][-ant], [+wb][-syll,+sonorant], [-low][-delrel,+cor][+low], 
sv a s w i bv a	-8.148	-17.09	9	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	[], [-ant][], [-wb][+lab], [-syll,-cons], [+ant,-secart][-wb], [+delrel,+lab], [+syll,+high][], [-voice][-voice,+ant,-secart], [-cont,-sg,+lab][-high], [+lab][][+wb], 
p i b w u s a	-5.632	-14.574	9	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-wb][+lab], [-syll,-cons], [+voice][-voice,+cor], [+wb][-back][+back], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
ts i h w i N a	-9.502	-18.444	9	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [-syll,-cons], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+syll,+high][], [+cons,+sonorant,+dor][+sonorant], 
s e k w u zh a	-7.578	-16.52	9	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-nas][-ant], 
k u m b a g a	-2.184	-11.126	9	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	[], [-wb][+lab], [+sonorant,-cont], [+wb][+high,+back][+wb], [+syll,+high][], [-nas][-delrel,+voice,-sg], [-cont,-sg,+lab][-high], 
g u g w e k a	-4.281	-13.224	9	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+high][-high], [-syll,-cons], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
z a s w a sh a	-9.331	-18.273	9	0	0	1	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	[], [-ant][], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+cont,+voice][], [+wb][+high,+back][+wb], [-nas][-ant], 
d a s w o h a	-12.749	-21.692	9	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+high][-high], [+wb][+back][+wb], [-syll,-cons], [+ant,-secart][-wb], [+voice][-voice,+cor], [+low][-low], 
s e m w e nh a	-6.935	-15.878	9	0	0	0	1	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+sg], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+wb][][+wb], 
zv e n z u p a	-9.665	-18.608	9	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	[], [-ant][], [-wb][+lab], [+ant,-secart][-wb], [+sonorant,-cont], [+wb][-back][+back], [+cont,+voice][], [+syll,+high][], [-wb][-voice,+lab], [+lab][][+wb], 
p u b w e z a	-5.681	-14.623	9	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [+high][-high], [-wb][+lab], [-syll,-cons], [+cont,+voice][], [+syll,+high][], [-nas][-delrel,+voice,-sg], 
n e m w e p a	-8.62	-17.562	9	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	[], [+high][-high], [-syll,-cons], [+sonorant,-cont], [+wb][-back][+back], [+wb][][+wb], [-wb][-voice,+lab], [+wb][-syll,+sonorant], [+lab][][+wb], 
s a h w e dh a	-13.652	-22.594	9	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	[], [+sg], [+high][-high], [-syll,-cons], [+ant,-secart][-wb], [+low][-low], [-low][-delrel,+cor][+low], 
pf a m w u k a	-2.365	-11.307	9	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[], [-syll,-cons], [+sonorant,-cont], [+delrel,+lab], [+syll,+high][], 
